0	196.715
1	187.455
2	178.975
3	172.16
4	165.765
5	160.295
6	155.335
7	150.855
8	146.91
9	143.91
10	141.045
11	138.43
12	135.895
13	133.635
14	131.485
15	129.485
16	127.505
17	125.805
18	124.0
19	122.59
20	121.095
21	119.56
22	118.175
23	116.775
24	115.495
25	114.245
26	113.05
27	111.955
28	110.75
29	109.76
30	109.07
31	108.195
32	107.38
33	106.39
34	105.54
35	104.46
36	103.76
37	102.88
38	102.045
39	101.36
40	100.545
41	99.79
42	99.08
43	98.325
44	97.63
45	96.975
46	96.39
47	95.795
48	95.125
49	94.56
50	93.945
51	93.245
52	92.75
53	92.04
54	91.52
55	90.935
56	90.42
57	89.915
58	89.225
59	88.775
60	88.25
61	87.855
62	87.355
63	86.905
64	86.52
65	86.015
66	85.52
67	85.14
68	84.695
69	84.3
70	83.8
71	83.395
72	82.945
73	82.495
74	82.09
75	81.7
76	81.155
77	80.75
78	80.26
79	79.87
80	79.495
81	79.075
82	78.635
83	78.25
84	77.935
85	77.64
86	77.24
87	76.8
88	76.425
89	76.14
90	75.75
91	75.36
92	75.09
93	74.705
94	74.39
95	74.01
96	73.82
97	73.515
98	73.12
99	72.7
100	72.41
101	72.055
102	71.83
103	71.505
104	71.27
105	70.93
106	70.545
107	70.32
108	69.95
109	69.695
110	69.42
111	69.045
112	68.835
113	68.615
114	68.255
115	68.01
116	67.77
117	67.495
118	67.21
119	67.03
120	66.81
121	66.485
122	66.245
123	65.985
124	65.64
125	65.465
126	65.3
127	65.05
128	64.78
129	64.52
130	64.31
131	64.055
132	63.77
133	63.54
134	63.26
135	63.055
136	62.83
137	62.67
138	62.5
139	62.23
140	62.0
141	61.81
142	61.545
143	61.29
144	61.06
145	60.885
146	60.695
147	60.515
148	60.32
149	60.095
150	59.845
151	59.635
152	59.43
153	59.205
154	58.93
155	58.725
156	58.525
157	58.355
158	58.055
159	57.84
160	57.65
161	57.485
162	57.375
163	57.19
164	56.925
165	56.73
166	56.585
167	56.45
168	56.25
169	56.135
170	55.94
171	55.835
172	55.65
173	55.485
174	55.17
175	55.015
176	54.85
177	54.67
178	54.53
179	54.435
180	54.285
181	54.18
182	54.06
183	53.89
184	53.74
185	53.575
186	53.405
187	53.2
188	53.095
189	52.99
190	52.805
191	52.64
192	52.44
193	52.315
194	52.135
195	51.99
196	51.84
197	51.69
198	51.565
199	51.36
200	51.21
201	51.05
202	50.92
203	50.68
204	50.54
205	50.4
206	50.2
207	50.075
208	49.93
209	49.81
210	49.675
211	49.505
212	49.36
213	49.275
214	49.13
215	48.985
216	48.79
217	48.685
218	48.54
219	48.335
220	48.24
221	48.02
222	47.885
223	47.755
224	47.605
225	47.475
226	47.32
227	47.24
228	47.13
229	47.02
230	46.95
231	46.845
232	46.685
233	46.58
234	46.49
235	46.385
236	46.29
237	46.17
238	46.04
239	45.915
240	45.81
241	45.66
242	45.555
243	45.46
244	45.365
245	45.245
246	45.175
247	45.11
248	45.015
249	44.88
250	44.795
251	44.71
252	44.6
253	44.53
254	44.43
255	44.325
256	44.185
257	44.035
258	43.915
259	43.85
260	43.7
261	43.655
262	43.54
263	43.38
264	43.255
265	43.17
266	43.1
267	43.025
268	42.9
269	42.825
270	42.715
271	42.58
272	42.515
273	42.41
274	42.285
275	42.19
276	42.09
277	42.065
278	41.97
279	41.89
280	41.83
281	41.67
282	41.58
283	41.52
284	41.42
285	41.375
286	41.225
287	41.075
288	40.985
289	40.915
290	40.825
291	40.775
292	40.695
293	40.575
294	40.465
295	40.405
296	40.31
297	40.16
298	40.04
299	39.92
300	39.85
301	39.775
302	39.705
303	39.655
304	39.525
305	39.425
306	39.365
307	39.25
308	39.125
309	39.09
310	39.005
311	38.905
312	38.79
313	38.71
314	38.58
315	38.49
316	38.41
317	38.305
318	38.235
319	38.165
320	38.11
321	38.03
322	37.985
323	37.92
324	37.815
325	37.745
326	37.665
327	37.585
328	37.52
329	37.47
330	37.375
331	37.33
332	37.27
333	37.145
334	37.1
335	36.98
336	36.87
337	36.81
338	36.72
339	36.61
340	36.555
341	36.405
342	36.295
343	36.21
344	36.14
345	36.075
346	36.015
347	35.97
348	35.94
349	35.895
350	35.785
351	35.705
352	35.635
353	35.605
354	35.54
355	35.445
356	35.375
357	35.33
358	35.215
359	35.13
360	35.015
361	34.925
362	34.89
363	34.81
364	34.77
365	34.705
366	34.675
367	34.63
368	34.575
369	34.51
370	34.445
371	34.375
372	34.335
373	34.25
374	34.165
375	34.125
376	34.035
377	33.95
378	33.885
379	33.805
380	33.76
381	33.685
382	33.64
383	33.58
384	33.515
385	33.475
386	33.46
387	33.425
388	33.345
389	33.28
390	33.24
391	33.185
392	33.13
393	33.09
394	33.045
395	33.005
396	32.93
397	32.835
398	32.76
399	32.73
400	32.69
401	32.64
402	32.595
403	32.525
404	32.45
405	32.405
406	32.35
407	32.295
408	32.23
409	32.165
410	32.13
411	32.105
412	32.03
413	31.955
414	31.88
415	31.845
416	31.765
417	31.65
418	31.595
419	31.525
420	31.495
421	31.43
422	31.4
423	31.33
424	31.29
425	31.265
426	31.2
427	31.145
428	31.11
429	31.055
430	31.035
431	30.99
432	30.9
433	30.865
434	30.805
435	30.77
436	30.72
437	30.68
438	30.675
439	30.615
440	30.565
441	30.53
442	30.45
443	30.39
444	30.36
445	30.305
446	30.29
447	30.275
448	30.24
449	30.2
450	30.175
451	30.15
452	30.11
453	30.06
454	29.995
455	29.955
456	29.88
457	29.8
458	29.765
459	29.68
460	29.615
461	29.59
462	29.525
463	29.49
464	29.425
465	29.37
466	29.34
467	29.28
468	29.225
469	29.17
470	29.14
471	29.095
472	28.98
473	28.93
474	28.895
475	28.875
476	28.83
477	28.785
478	28.725
479	28.695
480	28.655
481	28.59
482	28.535
483	28.515
484	28.48
485	28.385
486	28.33
487	28.29
488	28.27
489	28.235
490	28.215
491	28.185
492	28.07
493	28.01
494	27.955
495	27.92
496	27.86
497	27.815
498	27.79
499	27.75
500	27.735
501	27.69
502	27.66
503	27.625
504	27.57
505	27.51
506	27.465
507	27.43
508	27.42
509	27.375
510	27.34
511	27.305
512	27.285
513	27.23
514	27.15
515	27.1
516	27.035
517	26.99
518	26.94
519	26.84
520	26.8
521	26.775
522	26.75
523	26.72
524	26.68
525	26.62
526	26.615
527	26.55
528	26.51
529	26.485
530	26.43
531	26.365
532	26.29
533	26.255
534	26.205
535	26.2
536	26.135
537	26.045
538	26.04
539	26.01
540	25.97
541	25.93
542	25.905
543	25.87
544	25.845
545	25.825
546	25.8
547	25.715
548	25.68
549	25.61
550	25.595
551	25.57
552	25.54
553	25.495
554	25.47
555	25.445
556	25.41
557	25.375
558	25.355
559	25.305
560	25.295
561	25.26
562	25.235
563	25.195
564	25.135
565	25.12
566	25.07
567	25.055
568	25.025
569	24.98
570	24.925
571	24.905
572	24.855
573	24.815
574	24.81
575	24.81
576	24.79
577	24.755
578	24.72
579	24.695
580	24.675
581	24.615
582	24.595
583	24.585
584	24.52
585	24.5
586	24.49
587	24.44
588	24.415
589	24.385
590	24.365
591	24.335
592	24.285
593	24.25
594	24.22
595	24.2
596	24.195
597	24.13
598	24.075
599	24.045
600	23.98
601	23.97
602	23.945
603	23.925
604	23.895
605	23.845
606	23.8
607	23.77
608	23.745
609	23.69
610	23.635
611	23.605
612	23.59
613	23.58
614	23.545
615	23.53
616	23.49
617	23.45
618	23.44
619	23.39
620	23.365
621	23.295
622	23.265
623	23.26
624	23.245
625	23.165
626	23.15
627	23.105
628	23.065
629	23.055
630	23.045
631	23.015
632	22.975
633	22.905
634	22.855
635	22.845
636	22.82
637	22.81
638	22.78
639	22.755
640	22.74
641	22.735
642	22.72
643	22.66
644	22.645
645	22.625
646	22.57
647	22.56
648	22.55
649	22.525
650	22.5
651	22.48
652	22.44
653	22.37
654	22.35
655	22.3
656	22.215
657	22.185
658	22.165
659	22.15
660	22.1
661	22.065
662	22.045
663	22.04
664	21.96
665	21.925
666	21.9
667	21.89
668	21.88
669	21.87
670	21.85
671	21.82
672	21.795
673	21.79
674	21.77
675	21.7
676	21.69
677	21.675
678	21.65
679	21.605
680	21.6
681	21.59
682	21.575
683	21.54
684	21.52
685	21.485
686	21.48
687	21.45
688	21.41
689	21.38
690	21.35
691	21.335
692	21.305
693	21.3
694	21.26
695	21.245
696	21.22
697	21.215
698	21.17
699	21.15
700	21.13
701	21.105
702	21.07
703	21.05
704	21.03
705	20.995
706	20.99
707	20.985
708	20.985
709	20.97
710	20.915
711	20.865
712	20.83
713	20.8
714	20.77
715	20.755
716	20.735
717	20.715
718	20.71
719	20.695
720	20.67
721	20.66
722	20.65
723	20.635
724	20.625
725	20.59
726	20.55
727	20.535
728	20.51
729	20.49
730	20.485
731	20.455
