0	110.15
1	109.47
2	108.645
3	107.945
4	106.775
5	105.945
6	105.11
7	104.2
8	103.155
9	102.255
10	101.22
11	100.25
12	99.36
13	98.32
14	97.38
15	96.26
16	95.03
17	93.895
18	92.77
19	91.325
20	89.875
21	88.76
22	87.35
23	86.15
24	84.725
25	83.405
26	81.855
27	80.265
28	78.815
29	77.275
30	75.52
31	73.785
32	71.86
33	69.805
34	67.575
35	65.335
36	62.855
37	60.365
38	57.89
39	55.385
40	52.69
41	49.86
42	46.895
43	43.775
44	40.28
45	35.79
46	31.435
47	26.595
48	21.05
49	13.29
50	0.0
